GMLId;ParentGMLId;Latitude;Longitude;X-coordinate;Y-coordinate;LOD;Year of construction;Year of refurbishment;Refurbishment Variant;ALKIS code;PrimaryUsageZoneType;PrimaryUsageZoneArea;SecondaryUsageZoneType;SecondaryUsageZoneArea;BuildingType;Footprint area;Total wall thermal area above ground;Total wall thermal area below ground;Total outwall area;Total shared wall area;Total roof area;Gross volume;Is Gross volume approximated?;Heated volume;Ridge/mean Height;Eaves/mean Height;Storey number;Average Storey Height;Number of households;Number of occupants;Attic Heating;Basement Heating;Basement ceiling height above ground;Surface area to volume ratio;Heated area;Mean Uvalue;Specific domestic hot water demand;Domestic hot water demand;Specific space heating demand;Yearly Heating demand;Total Yearly Heating + DHW demand;January Heating demand;February Heating demand;March Heating demand;April Heating demand;May Heating demand;June Heating demand;July Heating demand;August Heating demand;September Heating demand;October Heating demand;November Heating demand;December Heating demand;Specific space Cooling demand;Yearly Cooling demand;January Cooling demand;February Cooling demand;March Cooling demand;April Cooling demand;May Cooling demand;June Cooling demand;July Cooling demand;August Cooling demand;September Cooling demand;October Cooling demand;November Cooling demand;December Cooling demand
[-];[-];[°];[°];[?];[?];LOD;[YYYY];[YYYY];[-];[-];[-];[m²];[-];[m²];[-];[m²];[m²];[m²];[m²];[m²];[m²];[m³];[0/1];[m³];[m];[m];[-];[m];[-];[-];[-];[-];[m];[m⁻¹];[m²];[W/(m²·K)];[kWh/(m²·a)];[kWh/a];[kWh/(m²·a)];[kWh/a];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh/(m²·a)];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh]
DEBW_52210005JtI;;48,77207;9,21167;515552,31;5402140,14;LOD_2;1980;;Original;31001_1010;residential;601,6;none;0,0;MFH;175,7;553,0;0,0;579,1;0,0;205,7;1965,4;false;1880,0;13,0;9,11;5;2,5;4;11;HEATED;NOT_HEATED;0,5;0,489;601,6;1,00;15,8;9529,0;91,4;55006;64535;12503;9899;6642;2303;407;2;0;0;238;3118;8224;11669;26,8;16117;3;9;73;412;1313;3952;5390;3705;1125;123;10;3
DEBW_52210005K5d;;48,77332;9,20673;515189,55;5402278,11;LOD_2;1980;;Original;31001_1010;residential;183,4;none;0,0;EFH;79,1;216,0;0,0;247,6;20,9;94,8;652,3;false;573,2;9,6;6,86;3;2,9;1;3;HEATED;NOT_HEATED;1,0;0,646;183,4;0,94;15,8;2905,0;108,5;19909;22814;4496;3573;2419;866;160;1;0;0;89;1140;2968;4197;28,1;5154;1;4;29;144;424;1244;1732;1168;360;44;4;1
DEBW_52210005K93;;48,77201;9,20813;515292,65;5402132,53;LOD_2;1980;;Original;31001_1010;residential;426,0;none;0,0;MFH;132,2;430,6;0,0;447,3;0,7;177,9;1381,1;false;1331,4;12,9;7,01;5;2,5;3;4;HEATED;NOT_HEATED;0,4;0,548;426,0;1,00;15,8;6749,0;98,9;42144;48893;9612;7595;5056;1736;303;1;0;0;177;2369;6316;8980;29,8;12676;3;9;68;359;1084;3094;4181;2858;903;106;10;3
DEBW_52210005KQH;;48,77164;9,20879;515341,39;5402091,65;LOD_2;1980;;Original;31001_2463;garage;64,1;none;0,0;EFH;69,9;77,3;0,0;77,3;13,9;70,1;176,9;false;148,8;2,9;2,12;1;2,1;0;0;NOT_HEATED;NO_ROOM;0,0;1,229;64,1;0,71;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005KUx;;48,77259;9,20458;515031,69;5402196,73;LOD_2;1980;;Original;31001_1010;residential;352,9;none;0,0;MFH;107,0;397,0;0,0;427,5;0,0;147,8;1183,6;false;1102,9;13,3;8,43;5;2,5;3;4;HEATED;NOT_HEATED;0,8;0,576;352,9;1,01;15,8;5590,0;104,0;36697;42287;8401;6619;4401;1547;275;1;0;0;151;1990;5475;7837;30,8;10865;3;10;70;321;933;2608;3557;2425;812;114;11;3
DEBW_52210005KXK;;48,77242;9,20420;515003,70;5402177,30;LOD_2;1980;;Original;31001_1010;residential;176,3;none;0,0;MFH;50,7;197,7;0,0;202,5;86,7;70,2;562,6;false;550,8;12,7;9,73;5;2,5;1;2;HEATED;NOT_HEATED;0,2;0,575;176,3;1,02;15,8;2792,0;109,4;19282;22074;4299;3443;2362;851;152;1;0;0;100;1167;2889;4019;27,3;4819;1;3;21;121;403;1219;1656;1074;289;29;3;1
DEBW_52210005KWM;;48,77174;9,20463;515035,48;5402101,90;LOD_2;1980;;Original;31001_2463;garage;324,5;none;0,0;GMH;79,8;252,9;0,0;260,1;229,5;102,9;1042,9;false;1014,1;17,9;8,32;7;2,5;0;0;HEATED;NOT_HEATED;0,4;0,425;324,5;1,01;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005Kf7;;48,77332;9,20444;515020,78;5402277,08;LOD_2;1980;;Original;31001_1010;residential;232,7;none;0,0;MFH;74,0;345,2;0,0;380,1;0,0;83,4;801,1;false;727,1;12,1;9,10;4;2,8;2;5;HEATED;NOT_HEATED;1,0;0,671;232,7;1,06;15,8;3686,0;116,7;27143;30829;6310;4910;3194;1097;192;0;0;0;96;1403;4056;5885;38,0;8837;4;13;81;317;797;2069;2769;1943;712;116;13;4
DEBW_52210005Kn6;;48,77087;9,21207;515582,45;5402006,74;LOD_2;1980;;Original;31001_1010;residential;7,3;none;0,0;RH;9,1;23,3;0,0;29,2;16,5;9,4;31,7;false;22,8;3,8;3,20;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,7;1,504;7,3;1,00;15,9;116,0;198,9;1451;1567;374;274;152;40;3;0;0;0;0;48;215;344;152,5;1113;2;7;31;75;129;229;278;213;109;32;6;2
DEBW_52210005KyO;;48,77177;9,21056;515471,27;5402106,85;LOD_2;1980;;Original;31001_1010;residential;406,1;none;0,0;MFH;123,0;403,4;0,0;444,6;20,8;174,1;1392,1;false;1269,1;13,6;8,83;5;2,5;3;4;HEATED;NOT_HEATED;1,0;0,533;406,1;0,99;15,8;6433,0;99,3;40323;46756;9140;7240;4867;1688;300;1;0;0;176;2303;6051;8557;28,4;11541;2;7;57;314;966;2825;3841;2625;805;89;8;2
DEBW_52210005L5f;;48,77225;9,20770;515261,12;5402159,31;LOD_2;1980;;Original;31001_1010;residential;3,3;none;0,0;RH;4,0;15,9;0,0;21,4;12,1;4,4;15,5;false;10,2;4,2;3,54;1;2,5;0;0;NOT_HEATED;NOT_HEATED;1,0;1,928;3,3;1,09;16,0;52,0;277,3;903;955;229;174;99;23;1;0;0;0;0;30;135;212;185,8;605;1;3;13;39;75;140;162;109;49;11;2;1
DEBW_52210005L4M;;48,77176;9,21320;515665,32;5402106,23;LOD_2;1980;;Original;31001_1010;residential;226,6;none;0,0;MFH;80,5;229,5;0,0;260,1;52,0;107,5;788,5;false;708,0;11,7;7,91;4;2,7;2;2;HEATED;NOT_HEATED;1,0;0,568;226,6;0,98;15,8;3589,0;102,3;23169;26758;5244;4150;2814;1015;187;1;0;0;109;1315;3444;4889;27,6;6243;1;5;34;167;510;1519;2090;1427;428;55;5;2
DEBW_52210005LMR;;48,77247;9,20455;515029,15;5402183,14;LOD_2;1980;;Original;31001_2140;building for stockpiling;21,4;none;0,0;EFH;11,7;61,4;0,0;61,4;0,0;11,7;52,1;false;52,1;4,4;4,43;2;2,2;0;0;NOT_HEATED;NO_ROOM;0,0;1,631;21,4;0,97;218,8;4692,0;0,0;0;4692;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005LJS;;48,77268;9,20920;515371,19;5402207,39;LOD_2;1980;;Original;31001_1010;residential;300,0;none;0,0;MFH;90,3;304,3;0,0;338,0;43,9;118,9;1027,7;false;937,3;13,9;9,96;5;2,6;2;5;HEATED;NOT_HEATED;1,0;0,532;300,0;1,00;15,8;4751,0;96,6;28968;33719;6652;5228;3451;1168;205;1;0;0;114;1598;4344;6208;30,2;9063;2;7;52;268;777;2164;2948;2071;685;81;7;2
DEBW_52210005LZl;;48,77155;9,21311;515658,33;5402082,43;LOD_2;1980;;Original;31001_1010;residential;20,4;none;0,0;RH;22,3;28,6;0,0;28,6;12,9;22,3;48,2;false;48,2;2,2;2,16;1;2,2;1;1;NOT_HEATED;NO_ROOM;0,0;1,519;20,4;0,83;15,8;323,0;129,8;2649;2972;651;487;286;81;11;0;0;0;5;118;403;608;74,2;1514;1;4;22;79;168;342;424;312;133;25;3;1
DEBW_52210005LpL;;48,77325;9,20857;515324,50;5402271,07;LOD_2;1980;;Original;31001_1010;residential;14,7;none;0,0;RH;18,3;31,8;0,0;33,6;13,1;18,3;48,6;false;46,0;2,6;2,64;1;2,5;1;1;NO_ROOM;NOT_HEATED;0,1;1,446;14,7;0,93;15,8;233,0;196,5;2890;3123;674;533;347;113;14;0;0;0;5;146;432;628;61,1;899;1;2;11;41;94;215;276;179;66;11;2;1
DEBW_52210005LZh;;48,77162;9,21017;515442,18;5402089,14;LOD_2;1980;;Original;31001_1010;residential;313,7;none;0,0;MFH;96,9;309,8;0,0;341,5;46,8;139,5;1077,1;false;980,2;13,5;8,61;5;2,5;2;7;HEATED;NOT_HEATED;1,0;0,536;313,7;0,99;15,8;4968,0;100,8;31602;36570;7118;5654;3851;1376;250;1;0;0;148;1829;4713;6662;26,9;8452;2;5;40;217;689;2088;2862;1908;569;65;6;2
DEBW_52210005M2x;;48,77144;9,21363;515697,12;5402070,88;LOD_2;1980;;Original;31001_1010;residential;415,8;none;0,0;MFH;137,7;393,3;0,0;405,5;0,0;190,1;1335,6;false;1299,2;12,8;5,95;5;2,5;3;6;HEATED;NOT_HEATED;0,3;0,549;415,8;0,98;15,8;6585,0;97,4;40508;47093;9237;7285;4859;1670;292;1;0;0;171;2276;6075;8642;29,2;12159;2;8;63;336;1028;2975;4022;2753;861;99;8;2
DEBW_52210005MB5;;48,77176;9,21066;515478,53;5402105,28;LOD_2;1980;;Original;31001_2463;garage;24,8;none;0,0;RH;30,9;27,1;0,0;37,3;44,5;30,9;106,7;false;77,6;3,4;3,44;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,9;0,929;24,8;0,79;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005MIF;;48,77477;9,20596;515131,91;5402438,54;LOD_2;1980;;Original;31001_2463;garage;78,3;none;0,0;EFH;49,0;132,7;0,0;154,8;8,7;49,0;285,4;false;244,7;5,8;5,83;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,8;0,885;78,3;0,88;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005MLw;;48,77333;9,20424;515006,05;5402278,02;LOD_2;1980;;Original;31001_2463;garage;32,7;none;0,0;EFH;40,9;64,2;0,0;64,2;0,0;40,9;102,1;false;102,1;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,431;32,7;0,77;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005MJN;;48,77539;9,20918;515368,94;5402508,23;LOD_2;1980;;Original;31001_2112;company building;3,5;none;0,0;RH;3,7;7,9;0,0;7,9;6,2;3,8;6,8;false;6,2;1,9;1,64;1;1,6;0;0;NOT_HEATED;NO_ROOM;0,0;2,290;3,5;0,94;32,9;116,0;94,8;334;450;95;67;30;4;0;0;0;0;0;5;48;86;101,9;359;1;2;8;22;43;79;95;69;31;8;2;1
DEBW_52210005MRo;;48,77367;9,20401;514989,45;5402316,47;LOD_2;1980;;Original;31001_1010;residential;163,5;none;0,0;RH;66,2;169,7;0,0;175,2;46,8;101,2;528,5;false;511,0;10,3;5,45;4;2,5;2;3;HEATED;NOT_HEATED;0,3;0,648;163,5;1,03;15,8;2590,0;103,7;16962;19552;4105;3116;1879;570;89;0;0;0;43;780;2557;3824;50,1;8194;4;14;94;350;812;1875;2401;1747;747;133;14;4
DEBW_52210005MTF;;48,77155;9,20905;515360,01;5402081,81;LOD_2;1980;;Original;31001_2463;garage;35,9;none;0,0;RH;39,8;52,3;0,0;52,3;17,1;39,9;107,1;false;95,6;3,0;2,41;1;2,4;0;0;NOT_HEATED;NO_ROOM;0,0;1,232;35,9;0,83;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005MTP;;48,77140;9,20949;515392,71;5402064,92;LOD_2;1980;;Original;31001_2463;garage;59,1;none;0,0;EFH;73,8;93,2;0,0;110,4;3,8;73,8;218,6;false;184,5;3,0;2,96;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,5;1,180;59,1;0,78;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005MSz;;48,77345;9,20445;515021,33;5402291,71;LOD_2;1980;;Original;31001_1010;residential;267,2;none;0,0;MFH;94,3;228,5;0,0;258,0;89,2;135,1;929,4;false;835,1;12,5;6,26;4;2,9;2;3;HEATED;NOT_HEATED;1,0;0,524;267,2;0,95;15,8;4233,0;89,1;23811;28044;5550;4318;2780;919;160;1;0;0;82;1237;3584;5181;30,8;8234;2;6;51;249;697;1936;2623;1895;681;85;7;2
DEBW_52210005MV3;;48,77290;9,20453;515027,42;5402230,82;LOD_2;1980;;Original;31001_1010;residential;701,9;none;0,0;MFH;215,7;693,2;0,0;761,4;0,0;215,7;2409,2;false;2193,4;11,2;11,17;4;2,5;5;7;NOT_HEATED;NOT_HEATED;1,0;0,495;701,9;0,95;15,8;11118,0;88,9;62386;73504;14363;11298;7349;2400;392;2;0;0;232;3431;9463;13456;29,9;21021;3;11;101;583;1826;5156;6872;4758;1537;161;11;3
DEBW_52210005MY8;;48,77262;9,20931;515378,81;5402201,04;LOD_2;1980;;Original;31001_1010;residential;15,3;none;0,0;RH;5,6;53,4;0,0;53,4;16,8;7,8;43,0;false;39,3;8,3;7,00;3;2,3;1;2;NOT_HEATED;NO_ROOM;0,0;1,550;15,3;1,24;15,9;242,0;199,4;3042;3284;758;571;335;91;8;0;0;0;2;121;456;700;119,8;1828;3;8;38;111;214;408;493;352;157;37;7;2
DEBW_52210005Maf;;48,77237;9,20880;515341,77;5402172,87;LOD_2;1980;;Original;31001_2463;garage;31,2;none;0,0;EFH;34,3;56,2;0,0;56,2;0,0;34,4;82,3;false;77,5;2,5;2,26;1;2,3;0;0;NOT_HEATED;NO_ROOM;0,0;1,517;31,2;0,78;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005Mki;;48,77148;9,20957;515398,22;5402073,56;LOD_2;1980;;Original;31001_1010;residential;451,2;none;0,0;MFH;139,2;443,1;0,0;467,5;3,8;184,4;1484,6;false;1409,9;13,0;7,37;5;2,5;3;10;HEATED;NOT_HEATED;0,5;0,533;451,2;0,99;15,8;7146,0;97,4;43955;51101;9994;7898;5302;1849;328;2;0;0;191;2475;6569;9347;28,3;12783;3;9;66;346;1065;3131;4251;2897;898;107;9;3
DEBW_52210005N87;;48,77178;9,20973;515409,87;5402107,18;LOD_2;1980;;Original;31001_1010;residential;297,1;none;0,0;MFH;91,0;340,0;0,0;343,5;3,3;132,6;937,5;false;928,5;12,6;7,93;5;2,5;2;5;HEATED;NOT_HEATED;0,1;0,605;297,1;1,01;15,8;4706,0;105,9;31478;36184;7219;5666;3760;1301;230;1;0;0;127;1724;4704;6746;32,2;9567;3;9;63;293;828;2305;3112;2139;709;95;9;3
DEBW_52210005PFV;;48,77087;9,20851;515320,93;5402006,09;LOD_2;1980;;Original;31001_1010;residential;220,9;none;0,0;MFH;79,7;210,9;0,0;236,6;112,2;95,2;770,1;false;690,4;11,5;7,03;4;2,6;2;4;HEATED;NOT_HEATED;1,0;0,534;220,9;0,97;15,8;3499,0;94,9;20970;24469;4825;3794;2495;844;150;1;0;0;80;1140;3140;4503;30,3;6695;1;5;39;198;565;1600;2175;1520;520;64;6;2
DEBW_52210005PRs;;48,77082;9,20982;515417,12;5402000,25;LOD_2;1980;;Original;31001_1010;residential;364,1;none;0,0;MFH;274,0;545,4;0,0;587,3;104,8;312,2;1411,7;false;1137,7;11,7;7,97;4;2,7;3;6;HEATED;NOT_HEATED;1,0;0,831;364,1;0,93;15,8;5767,0;140,9;51307;57074;12025;9349;5994;1959;308;0;0;0;147;2610;7696;11219;50,1;18241;10;33;202;767;1787;4259;5576;3867;1456;245;30;10
DEBW_52210005dKy;;48,77498;9,20639;515163,91;5402462,86;LOD_2;1980;;Original;31001_2463;garage;75,0;none;0,0;RH;46,9;141,6;0,0;147,8;48,9;46,9;244,7;false;234,3;5,2;5,22;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,2;0,987;75,0;1,04;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005dir;;48,77469;9,20441;515018,33;5402429,33;LOD_2;1980;;Original;31001_1010;residential;12,2;none;0,0;MFH;3,8;40,2;0,0;40,5;49,2;5,6;41,8;false;38,1;11,9;10,06;4;2,5;0;0;NOT_HEATED;NOT_HEATED;0,1;1,194;12,2;1,12;15,8;193,0;189,1;2303;2496;549;428;271;88;12;0;0;0;3;104;339;509;66,6;811;1;3;15;43;79;173;231;164;78;18;3;1
DEBW_52210005dkk;;48,77348;9,20851;515319,97;5402295,74;LOD_2;1980;;Original;31001_2723;shed;20,8;none;0,0;EFH;26,0;55,2;0,0;76,3;0,0;26,0;89,6;false;64,8;3,5;3,45;1;2,5;0;0;NO_ROOM;NOT_HEATED;1,0;1,431;20,8;0,86;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005dgg;;48,77374;9,20404;514991,17;5402324,05;LOD_2;1980;;Original;31001_1010;residential;165,1;none;0,0;MFH;67,1;166,0;0,0;187,0;58,1;104,0;582,9;false;515,8;11,0;6,28;4;2,5;1;3;HEATED;NOT_HEATED;1,0;0,614;165,1;0,95;15,8;2615,0;112,9;18638;21253;4159;3327;2285;836;149;1;0;0;96;1108;2785;3893;28,0;4627;1;3;22;117;389;1182;1597;1001;279;32;3;1
DEBW_52210005diH;;48,77235;9,20920;515371,16;5402170,88;LOD_2;1980;;Original;31001_1010;residential;420,5;none;0,0;MFH;130,9;460,3;0,0;463,2;0,0;181,1;1321,7;false;1314,0;12,6;6,40;5;2,5;3;3;HEATED;NOT_HEATED;0,1;0,586;420,5;1,00;15,8;6660,0;103,6;43545;50205;9962;7860;5192;1771;309;1;0;0;176;2422;6538;9314;31,7;13349;3;10;80;403;1161;3238;4359;2990;973;118;11;3
DEBW_52210005dnU;;48,77144;9,21143;515534,89;5402069,80;LOD_2;1980;;Original;31001_1010;residential;157,6;none;0,0;EFH;71,9;197,8;0,0;231,7;0,0;91,0;564,3;false;492,4;9,3;6,66;3;2,8;1;1;HEATED;NOT_HEATED;1,0;0,699;157,6;0,94;15,8;2496,0;114,3;18010;20506;4091;3237;2178;764;136;0;0;0;76;1015;2690;3824;31,4;4946;1;4;31;148;425;1201;1639;1101;346;44;5;1
DEBW_52210005dt0;;48,77165;9,21157;515545,29;5402093,07;LOD_2;1980;;Original;31001_2463;garage;117,8;none;0,0;EFH;73,6;184,2;0,0;198,5;0,0;73,6;396,6;false;368,1;5,4;5,39;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,4;0,872;117,8;0,87;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005djN;;48,77351;9,20818;515296,07;5402299,86;LOD_2;1980;;Original;31001_1010;residential;440,9;none;0,0;MFH;141,4;386,6;0,0;411,6;40,2;184,5;1463,0;false;1377,7;13,1;7,16;5;2,5;3;7;HEATED;NOT_HEATED;0,6;0,504;440,9;0,97;15,8;6983,0;94,2;41508;48491;9341;7431;5063;1800;328;2;0;0;195;2430;6196;8722;25,1;11060;2;6;46;269;881;2710;3763;2555;744;76;6;2
DEBW_52210005doZ;;48,77143;9,21200;515577,05;5402069,09;LOD_2;1980;;Original;31001_1010;residential;324,2;none;0,0;MFH;96,1;321,9;0,0;356,5;57,3;134,5;1109,2;false;1013,1;13,7;9,31;5;2,5;2;6;HEATED;NOT_HEATED;1,0;0,529;324,2;1,00;15,8;5135,0;98,4;31885;37020;7239;5739;3835;1319;230;1;0;0;138;1825;4787;6773;28,9;9369;2;6;46;256;795;2312;3117;2110;647;70;6;2
DEBW_52210005dwJ;;48,77192;9,21179;515561,39;5402123,51;LOD_2;1980;;Original;31001_2463;garage;38,8;none;0,0;EFH;43,1;83,2;0,0;83,2;0,0;44,2;136,0;false;105,4;3,9;2,45;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,254;38,8;0,81;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005eVZ;;48,77180;9,21172;515556,42;5402109,68;LOD_2;1980;;Original;31001_2463;garage;16,9;none;0,0;RH;18,7;31,2;0,0;31,2;10,4;18,7;44,6;false;44,6;2,4;2,38;1;2,4;0;0;NO_ROOM;NO_ROOM;0,0;1,537;16,9;0,90;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210005eaU;;48,77367;9,20757;515251,15;5402317,43;LOD_2;1980;;Original;31001_1010;residential;34,2;none;0,0;RH;18,9;22,4;0,0;22,4;79,8;18,9;90,7;false;90,7;4,8;4,80;2;2,4;1;1;NO_ROOM;NO_ROOM;0,0;0,663;34,2;0,83;15,8;541,0;87,2;2978;3519;659;530;370;141;28;0;0;0;16;177;441;616;19,6;668;0;0;2;13;47;161;235;159;44;4;0;0
DEBW_52210005eg5;;48,77305;9,20766;515257,63;5402247,87;LOD_2;1980;;Original;31001_1010;residential;310,4;none;0,0;MFH;104,2;307,4;0,0;342,4;44,3;128,7;1074,1;false;970,0;11,9;8,03;4;2,7;2;3;HEATED;NOT_HEATED;1,0;0,536;310,4;0,99;15,8;4917,0;100,3;31140;36057;6978;5574;3807;1353;243;1;0;0;150;1846;4656;6532;26,4;8189;1;5;35;205;673;2031;2792;1854;532;54;5;1
DEBW_52210005ela;;48,77139;9,20745;515243,05;5402063,73;LOD_2;1980;;Original;31001_1010;residential;301,5;none;0,0;MFH;105,3;322,9;0,0;360,3;0,0;144,4;1047,5;false;942,2;12,2;7,45;4;2,8;2;4;HEATED;NOT_HEATED;1,0;0,582;301,5;0,99;15,8;4776,0;102,5;30891;35667;7090;5573;3683;1251;218;1;0;0;123;1699;4630;6623;32,1;9686;2;8;60;295;845;2343;3144;2175;712;91;9;2
DEBW_52210005eml;;48,77273;9,20924;515374,18;5402212,97;LOD_2;1980;;Original;31001_1010;residential;24,2;none;0,0;RH;7,5;80,6;0,0;83,7;43,9;7,6;78,7;false;75,5;10,5;10,38;4;2,5;1;1;NOT_HEATED;NOT_HEATED;0,4;1,256;24,2;1,26;15,9;383,0;199,9;4828;5211;1183;907;538;147;13;0;0;0;4;203;729;1104;113,2;2735;3;10;49;157;325;637;761;518;221;45;8;3
DEBW_52210005ely;;48,77570;9,20728;515228,89;5402542,82;LOD_2;1980;;Original;31001_1010;residential;99,3;none;0,0;EFH;74,6;141,4;0,0;172,5;0,0;92,3;430,5;false;355,9;7,3;4,10;2;3,1;1;1;HEATED;NOT_HEATED;1,0;0,789;99,3;0,89;15,8;1573,0;137,5;13654;15227;3143;2478;1640;556;90;0;0;0;47;730;2040;2931;40,8;4054;2;6;35;148;381;971;1301;866;292;46;5;2
DEBW_52210005em7;;48,77270;9,20857;515324,76;5402209,46;LOD_2;1980;;Original;31001_1010;residential;831,7;none;0,0;MFH;249,7;545,5;0,0;604,1;23,5;349,5;2848,7;false;2599,0;14,5;8,19;5;2,7;6;10;HEATED;NOT_HEATED;1,0;0,422;831,7;0,94;15,8;13174,0;80,1;66630;79804;14967;11933;8150;2857;489;3;0;1;306;3943;9978;14003;22,2;18430;2;6;53;373;1414;4606;6342;4344;1184;99;7;2
DEBW_52210005ej5;;48,77196;9,20920;515370,87;5402126,92;LOD_2;1980;;Original;31001_1010;residential;348,9;none;0,0;MFH;123,6;305,5;0,0;342,0;39,0;172,7;1214,1;false;1090,4;12,2;7,35;4;2,8;3;6;HEATED;NOT_HEATED;1,0;0,526;348,9;0,95;15,8;5527,0;95,1;33188;38715;7506;5946;4021;1413;250;1;0;0;151;1909;4965;7026;26,9;9373;2;5;42;235;767;2326;3162;2129;629;69;6;2
DEBW_52210005elC;;48,77167;9,20659;515179,16;5402094,10;LOD_2;1980;;Original;31001_1010;residential;355,5;none;0,0;MFH;106,1;294,2;0,0;324,2;111,9;136,8;1217,1;false;1111,0;13,8;8,68;5;2,6;3;5;HEATED;NOT_HEATED;1,0;0,466;355,5;0,98;15,8;5631,0;89,4;31796;37427;7141;5680;3897;1411;255;2;0;0;158;1860;4732;6660;23,5;8342;1;4;31;184;648;2072;2863;1947;531;56;5;1
DEBW_52210005enf;;48,77177;9,20479;515046,98;5402105,44;LOD_2;1980;;Original;31001_1010;residential;863,9;none;0,0;GMH;193,1;513,8;0,0;552,3;251,5;251,6;2892,9;false;2699,8;17,4;12,35;6;2,7;8;15;HEATED;NOT_HEATED;1,0;0,345;863,9;0,98;15,8;13685,0;72,5;62663;76348;13820;11149;7852;2916;528;4;0;1;326;3850;9299;12919;17,3;14934;1;3;27;223;993;3770;5371;3599;882;61;4;1
DEBW_52210005evc;;48,77191;9,20834;515307,69;5402121,75;LOD_2;1980;;Original;31001_1010;residential;411,7;none;0,0;MFH;114,5;333,5;0,0;365,5;146,5;152,4;1401,0;false;1286,5;14,7;9,51;5;2,7;3;4;HEATED;NOT_HEATED;1,0;0,451;411,7;0,98;15,8;6521,0;88,2;36299;42820;8069;6464;4483;1625;283;2;0;0;193;2210;5422;7549;22,4;9222;1;3;27;185;720;2347;3215;2134;537;47;4;1
DEBW_52210005fBS;;48,77488;9,20451;515025,98;5402450,55;LOD_2;1980;;Original;31001_1010;residential;363,3;none;0,0;MFH;80,1;363,3;0,0;363,3;60,0;80,1;936,4;false;936,4;11,7;11,68;5;2,3;3;6;NOT_HEATED;NO_ROOM;0,0;0,559;363,3;1,00;15,8;5755,0;87,3;31702;37457;7103;5680;3864;1334;220;1;0;0;151;1911;4778;6660;24,5;8912;1;3;27;192;726;2280;3072;2026;538;43;3;1
DEBW_52210005fRL;;48,77220;9,20771;515261,28;5402153,16;LOD_2;1980;;Original;31001_1010;residential;215,2;none;0,0;EFH;89,1;214,4;0,0;243,1;31,1;137,6;753,8;false;672,4;10,9;5,26;4;2,5;1;2;HEATED;NOT_HEATED;0,9;0,623;215,2;0,91;15,8;3408,0;107,4;23106;26514;5172;4123;2831;1044;198;1;0;0;115;1360;3434;4828;25,5;5478;1;4;27;138;432;1341;1884;1249;357;41;4;1
