hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
72,1140.9417813461996,1080.9000000000005,60.04178134619906
73,1171.1283784777322,1093.7000000000005,77.42837847773171
74,1187.358447176287,1094.3000000000004,93.05844717628656
75,1189.6072350425477,1083.8000000000004,105.80723504254729
76,1204.8174160013086,1091.7000000000003,113.11741600130836
77,1209.9344214928783,1089.8000000000002,120.13442149287812
78,1209.737486887781,1083.2000000000005,126.53748688778046
79,1191.451217429281,1061.5000000000002,129.95121742928086
80,1157.6771949782783,1026.2999999999997,131.37719497827857
81,1125.3322391263291,996.1,129.2322391263291
82,1048.0581347310551,945.2000000000004,102.85813473105475
83,902.0123443600222,859.8999999999995,42.11234436002269
84,728.7322203006458,792.0000000000001,-63.267779699354264
85,562.9435873416902,731.8999999999995,-168.95641265830932
86,454.94143100156975,707.0999999999996,-252.1585689984298
87,416.891226900676,715.3,-298.408773099324
88,432.0126992141963,709.4999999999998,-277.4873007858035
89,472.60213133280735,723.0999999999999,-250.49786866719256
90,529.9342997333964,730.3999999999995,-200.4657002666031
91,573.1636955254866,727.4999999999995,-154.33630447451299
92,590.2939179083897,709.5999999999998,-119.30608209161005
93,637.1746621240699,732.5999999999996,-95.4253378759297
94,671.2637710437881,745.1999999999998,-73.93622895621172
95,695.9097335508997,753.5000000000003,-57.59026644910068
96,712.1341925514836,755.2000000000003,-43.06580744851669
97,722.535044988232,754.8000000000003,-32.26495501176828
98,737.6652593465799,760.6000000000001,-22.93474065342025
99,776.0204806105831,792.1,-16.079519389416873
100,803.1053473807365,811.8000000000001,-8.694652619263593
101,833.5505547923208,833.3000000000003,0.25055479232048583
102,854.5286825133232,846.2,8.328682513323201
103,892.190118176521,876.4999999999998,15.690118176521196
104,911.5985751084822,887.3000000000002,24.298575108482055
105,937.6772055695924,905.3000000000002,32.377205569592206
106,931.3625740890176,902.7000000000002,28.662574089017426
107,919.5704455123456,917.7000000000003,1.8704455123453272
108,904.2031269745348,926.2000000000002,-21.996873025465334
109,888.2810548751239,928.5000000000001,-40.2189451248762
110,887.2869617279761,950.2000000000002,-62.913038272024096
111,920.7346846539408,1000.0,-79.2653153460592
112,925.1643835305838,995.4999999999999,-70.3356164694161
113,991.8057684957772,1040.2999999999993,-48.49423150422206
114,1073.206062379449,1085.1000000000004,-11.893937620551469
115,1114.8724259409807,1092.0000000000002,22.87242594098052
116,1123.101625641964,1072.0000000000007,51.10162564196321
117,1170.953563579906,1100.9000000000003,70.05356357990559
118,1228.8993804877846,1141.6,87.29938048778467
119,1293.8510413727445,1189.3000000000002,104.5510413727443
120,1318.7028843947803,1195.6999999999998,123.0028843947805
